Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/13 20:18,UBS,813999315,Wells Fargo,884093639,216.28,US Dollar,217.96,US Dollar,ACH,0
2022/09/20 15:12,Bank of Baroda,822575562,Bank of Baroda,831682744,2140.15,Euro,2157.27,Euro,Cheque,0
2022/09/23 09:17,HSBC,821496211,Barclays,861019678,261.83,British Pound,257.12,British Pound,ACH,0
2022/09/02 18:35,Bank of Baroda,891030736,Citibank,831429110,401.51,Euro,406.97,Euro,ACH,0
2022/09/14 17:06,Credit Suisse,984346088,Goldman Sachs,917901903,319735.13,Swiss Franc,339638.92,Hong Kong Dollar,ACH,1
2022/09/26 08:13,Morgan Stanley,883140807,Deutsche Bank,882340307,1184.12,Indian Rupee,1175.14,Indian Rupee,Cheque,0
2022/09/07 19:48,Wells Fargo,897971488,Barclays,884752529,331.42,US Dollar,337.97,US Dollar,Wire,0
2022/09/24 16:11,UBS,860992979,HSBC,835808537,951.43,US Dollar,959.2,US Dollar,Bitcoin,0
2022/09/24 11:24,JPMorgan Chase,997225156,Deutsche Bank,988979095,9072.8,Euro,9245.5,Chinese Yuan,Wire,1
2022/09/08 04:50,JPMorgan Chase,828728463,Morgan Stanley,819335534,4167.27,US Dollar,4198.5,US Dollar,ACH,0
2022/09/22 10:34,HSBC,988961459,Societe Generale,828728463,179757.62,US Dollar,168112.67,Chinese Yuan,ACH,1
2022/09/08 20:27,Citibank,845812670,Societe Generale,896028436,307.79,British Pound,307.12,British Pound,Cheque,0
2022/09/26 10:33,Standard Chartered,813999315,Wells Fargo,836697396,3463.96,Japanese Yen,3430.22,Japanese Yen,Cheque,0
2022/09/19 09:55,ING Bank,872043515,Wells Fargo,887490893,4324.7,British Pound,4382.16,British Pound,Cheque,0
2022/09/16 06:15,JPMorgan Chase,880823176,BNP Paribas,828566572,171.95,Japanese Yen,170.17,Japanese Yen,Wire,0
2022/09/24 00:48,Goldman Sachs,888461803,BNP Paribas,853524491,5859.64,Swiss Franc,5941.0,Swiss Franc,Cash,0
2022/09/15 00:59,BNP Paribas,872820592,Societe Generale,846231783,1583.46,UAE Dirham,1612.43,UAE Dirham,Wire,0
2022/09/20 10:50,Morgan Stanley,836998038,UBS,889254563,4285.78,US Dollar,4238.63,US Dollar,ACH,0
2022/09/04 17:06,Deutsche Bank,858181396,Societe Generale,828728463,1830.43,US Dollar,1799.56,US Dollar,Reinvestment,0
2022/09/26 12:25,Wells Fargo,883793389,JPMorgan Chase,861220073,443.04,Chinese Yuan,438.05,Chinese Yuan,Cash,0
2022/09/01 19:42,BNP Paribas,876238574,Societe Generale,816150444,72.55,Singapore Dollar,73.88,Singapore Dollar,Cheque,0
2022/09/18 18:31,UBS,838317637,UBS,824282218,1018.62,UAE Dirham,1006.52,UAE Dirham,Wire,0
2022/09/25 01:33,Wells Fargo,847338124,Standard Chartered,889089901,2596.57,Euro,2589.26,Euro,Cheque,0
2022/09/05 21:03,Barclays,870291817,UBS,816150444,586.52,Indian Rupee,575.35,Indian Rupee,Wire,0
2022/09/09 17:34,BNP Paribas,838538251,ING Bank,882070937,1250.24,Euro,1237.59,Euro,Cheque,0
2022/09/26 22:37,Societe Generale,852339391,Deutsche Bank,814265799,4672.53,US Dollar,4699.12,US Dollar,ACH,0
2022/09/10 12:49,Credit Suisse,863551839,JPMorgan Chase,810872248,387.16,US Dollar,383.22,US Dollar,Wire,0
2022/09/15 18:21,BNP Paribas,897226012,Morgan Stanley,888320463,246.43,Singapore Dollar,244.21,Singapore Dollar,ACH,0
2022/09/22 20:26,Goldman Sachs,886125617,Bank of Baroda,882070937,1191.19,Hong Kong Dollar,1177.25,Hong Kong Dollar,ACH,0
2022/09/26 03:52,Societe Generale,831931511,UBS,831472420,1610.18,Euro,1588.02,Euro,Cheque,0
2022/09/20 17:03,Goldman Sachs,829175900,Morgan Stanley,823556182,1100.42,British Pound,1121.15,British Pound,ACH,0
2022/09/05 17:51,Bank of Baroda,881498611,Societe Generale,877827638,1441.24,Euro,1419.02,Euro,Cheque,0
2022/09/03 13:55,Wells Fargo,828728463,Wells Fargo,833978249,450.23,British Pound,457.6,British Pound,Wire,0
2022/09/21 14:42,Morgan Stanley,861642594,Deutsche Bank,876238574,711.52,Japanese Yen,697.93,Japanese Yen,ACH,0
2022/09/14 12:04,Bank of Baroda,876238574,UBS,875228535,1527.8,British Pound,1533.14,British Pound,Cheque,0
2022/09/18 15:45,Goldman Sachs,824972279,JPMorgan Chase,895822412,261.83,Japanese Yen,256.99,Japanese Yen,ACH,0
2022/09/10 07:06,JPMorgan Chase,823556182,Standard Chartered,858537831,9883.74,Indian Rupee,9952.34,Indian Rupee,Wire,0
2022/09/04 01:01,Barclays,823718431,Citibank,890048665,416.24,Indian Rupee,420.78,Indian Rupee,Cash,0
2022/09/22 02:11,UBS,855657579,BNP Paribas,825014631,728.22,Singapore Dollar,739.63,Singapore Dollar,Wire,0
2022/09/20 07:50,JPMorgan Chase,886149359,Standard Chartered,878137358,1638.31,British Pound,1664.99,British Pound,Wire,0
2022/09/22 23:44,ING Bank,841227216,Societe Generale,871662963,120.39,Hong Kong Dollar,119.34,Hong Kong Dollar,ACH,0
2022/09/15 08:52,UBS,849349722,HSBC,884252722,788.75,Singapore Dollar,779.39,Singapore Dollar,Cheque,0
2022/09/26 07:57,UBS,881691040,JPMorgan Chase,877005685,1648.49,British Pound,1628.85,British Pound,Cheque,0
2022/09/23 13:17,Credit Suisse,826879290,Credit Suisse,839345092,215.35,US Dollar,213.88,US Dollar,Wire,0
2022/09/16 06:52,BNP Paribas,975151231,Citibank,940728046,8587.01,Euro,8854.38,British Pound,Cash,1
2022/09/21 07:29,Credit Suisse,939557077,Standard Chartered,910965138,401419.73,UAE Dirham,405456.59,Hong Kong Dollar,ACH,1
2022/09/18 09:57,Bank of Baroda,826879290,Societe Generale,839345092,242.19,British Pound,246.27,British Pound,Cheque,0
2022/09/12 18:04,UBS,842329237,Deutsche Bank,835808537,54.95,US Dollar,54.68,US Dollar,Reinvestment,0
2022/09/21 05:26,Societe Generale,824282218,Credit Suisse,823718431,2781.3,US Dollar,2824.43,US Dollar,ACH,0
2022/09/29 12:35,Goldman Sachs,836687537,Barclays,891415657,933.74,US Dollar,937.9,US Dollar,Cash,0
2022/09/16 20:06,Citibank,955377076,BNP Paribas,975151231,8942.48,British Pound,8446.51,Swiss Franc,Reinvestment,1
2022/09/20 00:27,Deutsche Bank,898550256,HSBC,840587988,1999.11,US Dollar,1980.68,US Dollar,ACH,0
2022/09/27 20:24,Morgan Stanley,832162965,HSBC,817774584,2013.87,Euro,1982.22,Euro,Cheque,0
2022/09/15 01:07,Standard Chartered,876238574,Standard Chartered,817507864,1487.27,Euro,1468.55,Euro,Wire,0
2022/09/27 07:27,Morgan Stanley,891415657,Credit Suisse,838538251,847.27,Euro,843.58,Euro,Cheque,0
2022/09/17 15:44,Credit Suisse,818883684,HSBC,867503414,11732.74,Hong Kong Dollar,11605.86,Hong Kong Dollar,Reinvestment,0
2022/09/21 21:29,HSBC,919528530,Deutsche Bank,914216175,44085.74,Swiss Franc,42957.18,Swiss Franc,Wire,1
2022/09/08 00:26,Standard Chartered,839345092,Morgan Stanley,994705205,9200.44,Hong Kong Dollar,9114.69,UAE Dirham,Wire,1
2022/09/16 20:43,Wells Fargo,828566572,Deutsche Bank,830513739,7981.66,British Pound,7938.85,British Pound,Cheque,0
2022/09/10 09:30,JPMorgan Chase,842868828,Societe Generale,891415657,8585.92,British Pound,8688.95,British Pound,Cheque,0
2022/09/14 21:19,HSBC,899949389,Societe Generale,845935572,12878.28,Indian Rupee,12832.36,Indian Rupee,Cheque,0
2022/09/19 17:36,Standard Chartered,838538251,Deutsche Bank,852339391,82.58,Indian Rupee,83.6,Indian Rupee,Cheque,0
2022/09/18 13:11,Societe Generale,872043515,BNP Paribas,886125617,2174.7,British Pound,2160.51,British Pound,Wire,0
2022/09/15 09:35,HSBC,855657579,BNP Paribas,896028436,8296.22,Chinese Yuan,8194.89,Chinese Yuan,ACH,0
2022/09/22 00:51,Goldman Sachs,872043515,BNP Paribas,891415657,3195.29,UAE Dirham,3159.15,UAE Dirham,ACH,0
2022/09/11 19:22,Morgan Stanley,839436733,Wells Fargo,894374605,1331.04,US Dollar,1330.79,US Dollar,Wire,0
2022/09/14 21:20,JPMorgan Chase,884252722,Morgan Stanley,861642594,747.42,Chinese Yuan,745.14,Chinese Yuan,ACH,0
2022/09/25 16:19,BNP Paribas,876238574,Societe Generale,855667651,200.61,US Dollar,203.6,US Dollar,ACH,0
2022/09/06 06:16,Deutsche Bank,839476249,Morgan Stanley,877187530,142.62,British Pound,142.99,British Pound,Cheque,0
2022/09/13 23:29,UBS,881971316,Standard Chartered,829175900,801.55,Hong Kong Dollar,798.25,Hong Kong Dollar,ACH,0
2022/09/10 23:16,Goldman Sachs,870291817,UBS,839958838,2437.81,Euro,2397.74,Euro,ACH,0
2022/09/01 08:51,HSBC,858181396,Goldman Sachs,832969840,512.08,US Dollar,512.0,US Dollar,Wire,0
2022/09/18 02:37,Wells Fargo,883793389,HSBC,885345555,70.21,Indian Rupee,71.53,Indian Rupee,Cheque,0
2022/09/09 06:38,Bank of Baroda,822981052,Credit Suisse,877005685,29626.78,Euro,29104.36,Euro,Wire,0
2022/09/08 14:13,UBS,858537831,Deutsche Bank,851837852,1923.25,Chinese Yuan,1886.3,Chinese Yuan,ACH,0
2022/09/21 01:50,UBS,926240908,BNP Paribas,999788677,9550.48,Indian Rupee,9430.47,Swiss Franc,Cash,1
2022/09/16 11:46,Goldman Sachs,898753260,Credit Suisse,847295260,2187.68,US Dollar,2150.31,US Dollar,Cheque,0
2022/09/14 21:44,Deutsche Bank,872820592,JPMorgan Chase,838538251,1298.44,British Pound,1323.92,British Pound,Cash,0
2022/09/25 11:13,BNP Paribas,881016525,ING Bank,885329037,6301.47,US Dollar,6319.83,US Dollar,Wire,0
2022/09/19 12:36,Goldman Sachs,831227574,Bank of Baroda,830513739,312.56,British Pound,310.09,British Pound,ACH,0
2022/09/22 13:25,Credit Suisse,975151231,Wells Fargo,910965138,138024.46,Indian Rupee,128421.12,Singapore Dollar,Reinvestment,1
2022/09/02 12:13,BNP Paribas,886149359,Morgan Stanley,858181396,135.35,Singapore Dollar,134.75,Singapore Dollar,Cash,0
2022/09/02 19:21,Barclays,839587039,JPMorgan Chase,853507489,4178.18,Chinese Yuan,4130.07,Chinese Yuan,ACH,0
2022/09/06 08:14,Standard Chartered,881691040,Standard Chartered,851837852,6655.7,Euro,6671.05,Euro,Cheque,0
2022/09/08 08:02,Goldman Sachs,843101783,Societe Generale,823718431,393.93,US Dollar,389.47,US Dollar,Wire,0
2022/09/26 19:37,HSBC,994705205,Societe Generale,940885476,8088.05,Hong Kong Dollar,7526.04,Indian Rupee,Wire,1
2022/09/09 10:14,Credit Suisse,886149359,JPMorgan Chase,811540956,27488.72,Indian Rupee,27318.61,Indian Rupee,Wire,0
2022/09/23 18:29,ING Bank,884752529,Bank of Baroda,873791320,1557.16,British Pound,1585.4,British Pound,Cheque,0
2022/09/03 20:42,Citibank,875228535,Standard Chartered,888461803,688.44,Swiss Franc,687.54,Swiss Franc,Cheque,0
2022/09/15 19:58,Barclays,867503414,Citibank,893926371,754.54,British Pound,755.36,British Pound,Cheque,0
2022/09/01 07:28,Credit Suisse,860185867,BNP Paribas,891734598,40.44,US Dollar,40.71,US Dollar,Wire,0
2022/09/07 19:38,Wells Fargo,839476249,Wells Fargo,816323852,1685.2,US Dollar,1685.29,US Dollar,ACH,0
2022/09/20 18:22,BNP Paribas,860992979,Goldman Sachs,847295260,367.31,Euro,359.97,Euro,Wire,0
2022/09/22 16:44,HSBC,841227216,Barclays,820570592,80.74,Indian Rupee,79.51,Indian Rupee,ACH,0
2022/09/02 18:04,Bank of Baroda,813561597,ING Bank,875579548,87.71,US Dollar,88.19,US Dollar,Cheque,0
2022/09/03 02:05,HSBC,845351479,ING Bank,887490893,1109.36,Japanese Yen,1102.86,Japanese Yen,Wire,0
2022/09/11 07:50,Barclays,845935572,Morgan Stanley,846231783,257.46,Euro,252.36,Euro,ACH,0
2022/09/03 21:53,Citibank,833978249,Credit Suisse,887490893,340.39,Hong Kong Dollar,336.62,Hong Kong Dollar,ACH,0
2022/09/15 09:43,JPMorgan Chase,899949389,Goldman Sachs,839958838,288.03,Swiss Franc,292.69,Swiss Franc,Wire,0
2022/09/27 11:23,Goldman Sachs,866722344,BNP Paribas,823756669,494.18,British Pound,493.42,British Pound,ACH,0
2022/09/04 02:02,JPMorgan Chase,979467853,Societe Generale,919510312,9973.65,Japanese Yen,9820.12,Hong Kong Dollar,ACH,1
2022/09/02 11:18,HSBC,831227574,Standard Chartered,822448136,227.77,US Dollar,223.48,US Dollar,Cash,0
2022/09/11 00:51,Societe Generale,851273847,Bank of Baroda,863606628,6109.66,Euro,6214.78,Euro,Cheque,0
2022/09/21 18:20,Citibank,896977837,JPMorgan Chase,845351479,721.49,Chinese Yuan,731.43,Chinese Yuan,Wire,0
2022/09/23 14:27,Wells Fargo,831429110,Societe Generale,818883684,458.29,Euro,465.34,Euro,Cheque,0
2022/09/05 05:27,Wells Fargo,975151231,Deutsche Bank,970597444,34207.75,Swiss Franc,33455.14,Euro,Wire,1
2022/09/07 05:10,Bank of Baroda,889089901,Wells Fargo,832162965,4459.77,Singapore Dollar,4476.41,Singapore Dollar,Wire,0
2022/09/28 11:37,Goldman Sachs,858181396,ING Bank,849349722,27.33,British Pound,27.55,British Pound,ACH,0
2022/09/29 03:05,Wells Fargo,881498611,Bank of Baroda,848840994,176.82,Indian Rupee,180.05,Indian Rupee,ACH,0
2022/09/09 20:42,Wells Fargo,819289546,Goldman Sachs,852235350,1225.59,US Dollar,1224.21,US Dollar,Wire,0
2022/09/25 17:03,Citibank,870897765,BNP Paribas,845935572,113.38,US Dollar,115.33,US Dollar,Cheque,0
2022/09/24 03:37,Wells Fargo,840587988,BNP Paribas,810435578,1208.44,Singapore Dollar,1185.39,Singapore Dollar,Reinvestment,0
2022/09/23 10:55,BNP Paribas,822575562,Goldman Sachs,895899313,15503.73,Euro,15378.17,Euro,ACH,0
2022/09/03 05:10,Standard Chartered,880823176,JPMorgan Chase,820570592,147.95,Euro,145.72,Euro,Wire,0
2022/09/09 09:28,Wells Fargo,872820592,Citibank,852235350,7183.67,Singapore Dollar,7052.1,Singapore Dollar,Wire,0
2022/09/09 17:02,Bank of Baroda,876238574,Wells Fargo,895320121,445.71,Euro,452.18,Euro,Wire,0
2022/09/14 09:06,Goldman Sachs,860806024,Wells Fargo,852235350,224.26,Japanese Yen,220.52,Japanese Yen,Cheque,0
2022/09/12 07:02,JPMorgan Chase,818883684,Wells Fargo,842329237,4626.16,Hong Kong Dollar,4641.06,Hong Kong Dollar,Cheque,0
2022/09/29 23:42,Wells Fargo,881691040,Goldman Sachs,833978249,540.81,Chinese Yuan,544.54,Chinese Yuan,Cash,0
2022/09/02 21:12,Wells Fargo,813356886,JPMorgan Chase,824282218,3259.91,Euro,3219.82,Euro,ACH,0
2022/09/18 00:37,Goldman Sachs,831472420,UBS,898753260,1334.79,Indian Rupee,1331.68,Indian Rupee,Bitcoin,0
2022/09/10 20:15,ING Bank,875579548,Deutsche Bank,825014631,453.06,US Dollar,458.1,US Dollar,Reinvestment,0
2022/09/15 14:10,Standard Chartered,824716857,Citibank,850056581,706.48,US Dollar,715.39,US Dollar,Cheque,0
2022/09/18 05:02,Wells Fargo,893016315,UBS,897971488,866.84,US Dollar,879.09,US Dollar,Cash,0
2022/09/27 08:30,UBS,877827638,ING Bank,898753260,786.41,British Pound,796.69,British Pound,ACH,0
2022/09/18 07:20,Wells Fargo,831429110,HSBC,866792612,790.49,Japanese Yen,778.71,Japanese Yen,ACH,0
2022/09/19 19:19,Standard Chartered,842329237,BNP Paribas,839587039,386.18,Chinese Yuan,383.54,Chinese Yuan,ACH,0
2022/09/04 21:11,Standard Chartered,868353204,Societe Generale,822575562,884.59,British Pound,868.9,British Pound,ACH,0
2022/09/11 00:59,BNP Paribas,836998038,BNP Paribas,819335534,2832.64,Hong Kong Dollar,2839.93,Hong Kong Dollar,Reinvestment,0
2022/09/08 13:42,Wells Fargo,848840994,Bank of Baroda,863551839,13251.42,British Pound,13394.47,British Pound,ACH,0
2022/09/27 12:25,Bank of Baroda,880823176,BNP Paribas,875579548,790.07,Euro,786.12,Euro,Cheque,0
2022/09/09 10:56,Bank of Baroda,845575298,Credit Suisse,816150444,690.08,Chinese Yuan,699.64,Chinese Yuan,Reinvestment,0
2022/09/22 00:09,HSBC,890048665,Barclays,836697396,2378.88,US Dollar,2417.65,US Dollar,Wire,0
2022/09/05 05:41,Goldman Sachs,840742311,Standard Chartered,863551839,243.19,British Pound,240.98,British Pound,ACH,0
2022/09/06 13:55,JPMorgan Chase,847308985,Bank of Baroda,817774584,1766.85,Euro,1758.55,Euro,Cheque,0
2022/09/16 22:32,Barclays,813561597,Deutsche Bank,823756669,3748.87,US Dollar,3679.73,US Dollar,Cheque,0
2022/09/02 11:12,UBS,875579548,Wells Fargo,840742311,158.04,Indian Rupee,154.95,Indian Rupee,Cheque,0
2022/09/26 05:11,Standard Chartered,894374605,Wells Fargo,821496211,256.37,US Dollar,259.8,US Dollar,Cheque,0
2022/09/14 02:50,Citibank,897226012,HSBC,894214382,18703.88,US Dollar,18850.47,US Dollar,ACH,0
2022/09/07 02:23,BNP Paribas,858537831,Deutsche Bank,826753883,3142.17,Japanese Yen,3204.8,Japanese Yen,Wire,0
2022/09/25 07:20,Deutsche Bank,839345092,Bank of Baroda,838538251,535.18,US Dollar,526.63,US Dollar,Cheque,0
2022/09/10 20:33,Societe Generale,838427073,Societe Generale,883140807,933.46,US Dollar,926.46,US Dollar,Cheque,0
2022/09/10 05:58,Citibank,840742311,Wells Fargo,816323852,2978.09,UAE Dirham,2944.82,UAE Dirham,ACH,0
2022/09/25 14:42,HSBC,883140807,Credit Suisse,895899313,144.71,Hong Kong Dollar,146.97,Hong Kong Dollar,Cheque,0
2022/09/08 09:13,HSBC,871586053,Bank of Baroda,890048665,1766.61,UAE Dirham,1750.44,UAE Dirham,Wire,0
2022/09/25 14:43,Barclays,917901903,BNP Paribas,813356886,28186.03,Swiss Franc,29177.48,Swiss Franc,Cheque,1
2022/09/05 19:59,Barclays,820570592,JPMorgan Chase,845351479,3657.1,UAE Dirham,3632.55,UAE Dirham,Wire,0
2022/09/25 22:17,Societe Generale,877827638,Credit Suisse,895899313,553.24,Swiss Franc,551.35,Swiss Franc,ACH,0
2022/09/15 07:30,Citibank,824972279,Goldman Sachs,839476249,10969.58,Japanese Yen,10889.03,Japanese Yen,ACH,0
2022/09/12 15:07,Citibank,886125617,Standard Chartered,863843426,36239.9,Chinese Yuan,36136.84,Chinese Yuan,Cheque,0
2022/09/24 14:59,Goldman Sachs,955377076,Deutsche Bank,960119651,152452.68,UAE Dirham,150778.07,Euro,Wire,1
2022/09/24 09:27,Societe Generale,899949389,Societe Generale,855667651,23526.92,Euro,23942.32,Euro,ACH,0
2022/09/14 16:55,Bank of Baroda,910965138,ING Bank,839958838,25375.68,Chinese Yuan,26756.93,Singapore Dollar,Cash,1
2022/09/28 20:15,Wells Fargo,890388981,Wells Fargo,823756669,950.06,US Dollar,936.53,US Dollar,ACH,0
2022/09/23 12:24,Barclays,881691040,Morgan Stanley,814265799,206.14,Euro,206.98,Euro,ACH,0
2022/09/23 20:24,JPMorgan Chase,849349722,HSBC,838898923,6865.0,Euro,6737.55,Euro,ACH,0
2022/09/21 18:57,HSBC,994705205,Standard Chartered,979467853,5939.54,Singapore Dollar,6276.41,British Pound,Bitcoin,1
2022/09/17 22:46,Credit Suisse,884252722,Barclays,898550256,403.96,Euro,400.81,Euro,Wire,0
2022/09/04 12:58,Morgan Stanley,895320121,Morgan Stanley,815831819,178.9,US Dollar,180.1,US Dollar,Wire,0
2022/09/02 04:50,Wells Fargo,831227574,Morgan Stanley,814265799,771.68,British Pound,765.44,British Pound,ACH,0
2022/09/11 17:33,ING Bank,895225343,UBS,825014631,35.92,US Dollar,36.37,US Dollar,Cash,0
2022/09/05 04:15,Societe Generale,861220073,Deutsche Bank,831472420,75.58,Euro,74.14,Euro,Cash,0
2022/09/24 23:50,Barclays,813561597,Bank of Baroda,833978249,3064.19,British Pound,3123.28,British Pound,Wire,0
2022/09/04 08:30,Standard Chartered,895822412,BNP Paribas,818526544,1799.32,Japanese Yen,1781.26,Japanese Yen,Cheque,0
2022/09/02 02:20,HSBC,890801586,Bank of Baroda,824972279,15192.17,US Dollar,15125.62,US Dollar,ACH,0
2022/09/14 13:32,Citibank,888320463,ING Bank,896977837,1933.57,Singapore Dollar,1913.32,Singapore Dollar,ACH,0
2022/09/07 05:40,Bank of Baroda,816150444,Citibank,819583482,773.86,British Pound,760.13,British Pound,Cash,0
2022/09/07 11:33,UBS,821668732,Citibank,845264581,2932.85,Swiss Franc,2976.9,Swiss Franc,ACH,0
2022/09/07 03:28,Bank of Baroda,822981052,BNP Paribas,839436733,179.45,US Dollar,179.66,US Dollar,Cheque,0
2022/09/29 05:49,Citibank,846913810,Citibank,845812670,27558.49,Chinese Yuan,27475.51,Chinese Yuan,Wire,0
2022/09/29 01:22,Standard Chartered,860185867,Goldman Sachs,895758349,531.35,US Dollar,524.61,US Dollar,Wire,0
2022/09/12 03:03,Standard Chartered,831429110,Citibank,840587988,594.06,Swiss Franc,586.59,Swiss Franc,ACH,0
2022/09/08 17:36,Standard Chartered,832162965,Wells Fargo,845575298,281.69,Euro,277.46,Euro,Bitcoin,0
2022/09/28 16:44,ING Bank,853524491,Goldman Sachs,831227574,1231.58,US Dollar,1233.4,US Dollar,Cheque,0
2022/09/01 11:20,Credit Suisse,832162965,Societe Generale,823556182,568.01,Chinese Yuan,559.72,Chinese Yuan,Cheque,0
2022/09/21 14:13,Bank of Baroda,871586053,ING Bank,842857966,328.26,UAE Dirham,322.04,UAE Dirham,Bitcoin,0
2022/09/05 15:26,ING Bank,849349722,Credit Suisse,845935572,4036.74,Singapore Dollar,4030.77,Singapore Dollar,ACH,0
2022/09/22 10:56,Standard Chartered,881971316,Deutsche Bank,845935572,378.6,Hong Kong Dollar,374.43,Hong Kong Dollar,ACH,0
2022/09/13 15:30,Barclays,823756669,Deutsche Bank,831429110,4203.69,Chinese Yuan,4162.98,Chinese Yuan,ACH,0
2022/09/09 05:58,Credit Suisse,822981052,ING Bank,831472420,232.29,British Pound,228.21,British Pound,ACH,0
2022/09/16 16:30,Wells Fargo,829175900,Societe Generale,824282218,1788.53,US Dollar,1798.65,US Dollar,ACH,0
2022/09/16 23:28,Credit Suisse,824942603,Goldman Sachs,850056581,2419.96,UAE Dirham,2375.87,UAE Dirham,Cheque,0
2022/09/24 10:37,Morgan Stanley,816323852,Societe Generale,858586340,295.07,US Dollar,297.79,US Dollar,Reinvestment,0
2022/09/10 07:55,Deutsche Bank,849392920,Bank of Baroda,872820592,1729.54,Indian Rupee,1731.44,Indian Rupee,Cheque,0
2022/09/24 14:03,Citibank,815831819,Goldman Sachs,860992979,1219.88,Singapore Dollar,1219.92,Singapore Dollar,ACH,0
2022/09/25 17:13,Citibank,822575562,Morgan Stanley,832162965,660.02,US Dollar,651.12,US Dollar,Reinvestment,0
2022/09/22 05:51,UBS,875228535,Bank of Baroda,891415657,724.83,Chinese Yuan,717.55,Chinese Yuan,Wire,0
2022/09/09 00:11,ING Bank,858537831,Credit Suisse,877005685,250.56,Euro,254.26,Euro,Cheque,0
2022/09/02 09:10,Citibank,893016315,ING Bank,830513739,206.32,Euro,207.69,Euro,Cheque,0
2022/09/20 07:17,Societe Generale,891030736,Barclays,866661351,1175.29,Indian Rupee,1155.92,Indian Rupee,ACH,0
2022/09/23 03:49,Morgan Stanley,858966946,Societe Generale,838538251,832.7,Euro,829.65,Euro,ACH,0
2022/09/15 18:38,Barclays,852339391,Goldman Sachs,886125617,498.19,US Dollar,496.33,US Dollar,Bitcoin,0
2022/09/15 05:05,BNP Paribas,870855700,Goldman Sachs,881498611,1309.98,US Dollar,1309.8,US Dollar,ACH,0
2022/09/15 07:02,BNP Paribas,979008866,Bank of Baroda,919528530,97615.63,Chinese Yuan,94914.53,US Dollar,Wire,1
2022/09/09 01:30,Deutsche Bank,984346088,Credit Suisse,975151231,8971.92,Indian Rupee,9332.88,Hong Kong Dollar,Cheque,1
2022/09/15 06:27,Barclays,817774584,ING Bank,813356886,16007.72,Japanese Yen,15725.92,Japanese Yen,Cheque,0
2022/09/22 16:15,Deutsche Bank,843101783,Wells Fargo,840742311,281.86,British Pound,283.92,British Pound,ACH,0
2022/09/26 01:12,Goldman Sachs,840587988,Standard Chartered,848840994,6338.98,Japanese Yen,6424.65,Japanese Yen,Cheque,0
2022/09/16 22:53,Barclays,855657579,BNP Paribas,836687537,3640.88,British Pound,3661.97,British Pound,Cash,0
2022/09/04 07:26,JPMorgan Chase,926240908,Deutsche Bank,941944441,294766.58,British Pound,290578.22,Japanese Yen,Wire,1
2022/09/23 20:54,Barclays,855667651,ING Bank,891030736,2228.43,Hong Kong Dollar,2187.58,Hong Kong Dollar,Bitcoin,0
2022/09/10 05:50,Citibank,898753260,UBS,890801586,22142.93,Swiss Franc,21976.82,Swiss Franc,ACH,0
2022/09/19 10:53,Goldman Sachs,884093639,Deutsche Bank,817774584,159.11,US Dollar,161.55,US Dollar,Wire,0
2022/09/28 18:03,Societe Generale,893926371,Barclays,890388981,96.01,British Pound,96.09,British Pound,Cheque,0
2022/09/17 02:38,Bank of Baroda,816150444,Citibank,846913810,241.37,Japanese Yen,240.87,Japanese Yen,ACH,0
2022/09/24 13:58,Standard Chartered,884752529,Societe Generale,891756179,551.95,Indian Rupee,555.71,Indian Rupee,ACH,0
2022/09/12 09:02,Morgan Stanley,813561597,Goldman Sachs,841244663,2578.69,US Dollar,2558.1,US Dollar,Cash,0
2022/09/20 11:32,Credit Suisse,873791320,UBS,861220073,542.74,Singapore Dollar,541.08,Singapore Dollar,ACH,0
2022/09/16 15:20,Citibank,842857966,ING Bank,828566572,570.26,Indian Rupee,572.33,Indian Rupee,ACH,0
2022/09/27 15:00,HSBC,820570592,Wells Fargo,845833156,193.39,Singapore Dollar,195.79,Singapore Dollar,ACH,0
2022/09/02 01:09,Credit Suisse,831429110,Wells Fargo,831472420,8322.88,UAE Dirham,8229.41,UAE Dirham,Cheque,0
2022/09/09 02:17,UBS,872043515,Goldman Sachs,820709497,230.28,Hong Kong Dollar,234.35,Hong Kong Dollar,ACH,0
2022/09/03 13:24,BNP Paribas,840587988,Barclays,895758349,1223.2,US Dollar,1217.75,US Dollar,Cheque,0
2022/09/03 01:06,JPMorgan Chase,875579548,Credit Suisse,847308985,3339.47,Japanese Yen,3364.82,Japanese Yen,Cheque,0
2022/09/25 10:44,Societe Generale,818526544,Citibank,822981052,916.99,Hong Kong Dollar,921.66,Hong Kong Dollar,ACH,0
2022/09/18 20:39,Wells Fargo,884093639,Barclays,870291817,868.77,Indian Rupee,880.15,Indian Rupee,ACH,0
2022/09/02 15:56,Bank of Baroda,940728046,Citibank,919046318,9482.57,Hong Kong Dollar,9412.76,Euro,Wire,1
2022/09/16 15:29,Morgan Stanley,845351479,Deutsche Bank,848840994,3497.4,US Dollar,3498.58,US Dollar,Cheque,0
2022/09/10 14:25,Societe Generale,829175900,BNP Paribas,846231783,43628.11,US Dollar,44086.28,US Dollar,ACH,0
2022/09/11 07:32,Standard Chartered,838427073,BNP Paribas,858181396,1613.02,US Dollar,1633.42,US Dollar,ACH,0
2022/09/21 19:27,Citibank,873791320,BNP Paribas,822981052,1007.25,Euro,1015.78,Euro,Cash,0
